"SPU_hit","SPU_common_name","GO","SPU_description","GID"
"SPU_018393","Sp-Scratch","GO:0000981","scratch homolog zinc finger protein, Sp-Scratch1, Sp-Scrt","HER_44934.t1"
"SPU_015640","Sp-ScratchX","GO:0000978","scratch subfamily member X, z191","HER_45142.t1"
"SPU_015640","Sp-ScratchX",NA,"scratch subfamily member X, z191","HER_45143.t1"
"SPU_008117","Sp-Shr2","GO:0000978","steroid hormone receptor 2, SpSHR2, nuclear receptor subfamily 2 group C-like, Nr2c-like","HER_38346.t1"
"SPU_008353","Sp-Sim","GO:0000977","single-minded (sim) homolog (Drosophila), Sim1/2","HER_36790.t1_HER_36791.t1"
"SPU_017379","Sp-Six1/2","GO:0000978","SIX homeobox 1/2, sine oculis-related homeobox","HER_17855.t1"
"SPU_018908","Sp-Six3","GO:0000978","SIX homeobox 3, sine oculis-related homeobox 3/6, Sp-Six3/6","HER_17866.t1"
"SPU_017380","Sp-Six4",NA,"SIX homeobox 4/5, sine oculis-related homeobox 4/5, Sp-Six4/5","HER_17851.t1"
"SPU_017380","Sp-Six4","GO:0000978","SIX homeobox 4/5, sine oculis-related homeobox 4/5, Sp-Six4/5","HER_17852.t1"
"SPU_010659","Sp-Ski","GO:0000978","Ski sarcoma viral oncogene homolog,\nc-ski","HER_27749.t1_HER_27751.t1"
"SPU_010659","Sp-Ski","GO:0000978","Ski sarcoma viral oncogene homolog,\nc-ski","HER_27762.t1"
"SPU_017675","Sp-Skor","GO:0000122","SKI family transcriptional corepressor, Skor1/2, Corl1/2, Lbxcor1-like, Sp-Lbhcor1","HER_11601.t1"
"SPU_020722","Sp-Smad1/5/8_1","GO:0000978","SMAD family member 1/5/8(9)-like (duplicate), Madh1/5/8-like","HER_48386.t1"
"SPU_020722","Sp-Smad1/5/8_1","GO:0000978","SMAD family member 1/5/8(9)-like (duplicate), Madh1/5/8-like","HER_48386.t1.1.5f2d738e"
"SPU_020722","Sp-Smad1/5/8_1","GO:0000978","SMAD family member 1/5/8(9)-like (duplicate), Madh1/5/8-like","HER_48386.t1.2.5f2d738e"
"SPU_020722","Sp-Smad1/5/8_1","GO:0000978","SMAD family member 1/5/8(9)-like (duplicate), Madh1/5/8-like","HER_48395.t1"
"SPU_017642","Sp-Smad2/3","GO:0000978","SMAD family member 2/3-like, Madh2/3, Sp-smad2.3","HER_37379.t1"
"SPU_017642","Sp-Smad2/3","GO:0000978","SMAD family member 2/3-like, Madh2/3, Sp-smad2.3","HER_37379.t1.1.5f2c6837"
"SPU_004287","Sp-Smad4","GO:0000978","SMAD family member 4, Madh4, Medea (Med) homolog","HER_37833.t1"
"SPU_004287","Sp-Smad4","GO:0000978","SMAD family member 4, Madh4, Medea (Med) homolog","HER_37833.t1.1.5f2c6896"
"SPU_001113","Sp-Snail","GO:0000978","snail homolog, Sp-Sna, Sp-Snai","HER_45018.t1"
"SPU_022820","Sp-SoxB1","GO:0000978","SRY-box B1, SpSoxB1","HER_20224.t1"
"SPU_025113","Sp-SoxB2","GO:0000978","SRY-box B2, SpSoxB2","HER_20226.t1"
"SPU_002603","Sp-SoxC","GO:0000978","SRY (sex determining region Y)-box C, Sox4/11/12-like","HER_3624.t1"
"SPU_004217","Sp-SoxD","GO:0000978","SRY (sex determining region Y)-box D, Sp-SoxD1, Sox5/6/13, Sox102F homolog","HER_12465.t1"
"SPU_016881","Sp-SoxE","GO:0000122","SRY (sex determining region Y)-box E, Sox8/9/10","HER_16107.t1"
"SPU_009832","Sp-Sp2_1","GO:0000978","Sp2 transcription factor-like, Sp1/2/3/4-like, z168","HER_23015.t1"
"SPU_024189","Sp-Sp5","GO:0000978","Sp5 transcription factor-like, z199","HER_23004.t1"
"SPU_011280","Sp-Sp8","GO:0000978","transcription factor Sp8-like, z177, Sp8/9, Sp-Sp8_1","HER_21627.t1"
"SPU_014793","Sp-Spalt","GO:0000978","sal-like, Sall, z54","HER_44526.t1"
"SPU_008979","Sp-SpenL","GO:0000976","split ends (spen) homolog, msx2-interacting protein, Sp-Rrm, Sp-P53L","HER_14419.t1"
"SPU_008979","Sp-SpenL","GO:0000976","split ends (spen) homolog, msx2-interacting protein, Sp-Rrm, Sp-P53L","HER_25673.t1"
"SPU_008979","Sp-SpenL","GO:0000976","split ends (spen) homolog, msx2-interacting protein, Sp-Rrm, Sp-P53L","HER_25684.t1"
"SPU_008979","Sp-SpenL","GO:0000976","split ends (spen) homolog, msx2-interacting protein, Sp-Rrm, Sp-P53L","HER_27661.t1"
"SPU_008979","Sp-SpenL","GO:0000976","split ends (spen) homolog, msx2-interacting protein, Sp-Rrm, Sp-P53L","HER_29372.t1"
"SPU_008979","Sp-SpenL","GO:0000976","split ends (spen) homolog, msx2-interacting protein, Sp-Rrm, Sp-P53L","HER_29410.t1"
"SPU_008979","Sp-SpenL","GO:0000976","split ends (spen) homolog, msx2-interacting protein, Sp-Rrm, Sp-P53L","HER_31474.t1"
"SPU_008979","Sp-SpenL","GO:0000976","split ends (spen) homolog, msx2-interacting protein, Sp-Rrm, Sp-P53L","HER_40628.t1"
"SPU_008979","Sp-SpenL","GO:0000976","split ends (spen) homolog, msx2-interacting protein, Sp-Rrm, Sp-P53L","HER_49974.t1"
"SPU_008979","Sp-SpenL","GO:0000976","split ends (spen) homolog, msx2-interacting protein, Sp-Rrm, Sp-P53L","HER_9864.t1"
"SPU_015108","Sp-Stat","GO:0000978","signal transducer and activator of transcription, Stat5/6-like","HER_38525.t1"
"SPU_015108","Sp-Stat","GO:0000978","signal transducer and activator of transcription, Stat5/6-like","HER_38525.t2"
"SPU_015108","Sp-Stat","GO:0000978","signal transducer and activator of transcription, Stat5/6-like","HER_38532.t1"
"SPU_015108","Sp-Stat","GO:0000978","signal transducer and activator of transcription, Stat5/6-like","HER_38532.t2"
"SPU_021566","Sp-SuH","GO:0000978","suppressor of hairless homolog, Su(H), RBPJ homolog, Sp-Shrls ","HER_32559.t1"
"SPU_020345","Sp-Tbx6/16","GO:0000978","Tbx6, Tbx16","HER_1428.t1"
"SPU_023441","Sp-TbxL","GO:0000978","T-box-like, T-box family member, Sp-Tbx4","HER_8635.t1"
"SPU_023441","Sp-TbxL","GO:0000978","T-box-like, T-box family member, Sp-Tbx4","HER_8635.t1.1.5f2c6a6c"
"SPU_009520","Sp-Tcf","GO:0000978","T-cell factor 1/lymphoid enhancer-binding factor 1-like, Tcf7-like, SpTcf/Lef, Sp-Tcf, Sp-Lef1","HER_24390.t1_HER_24384.t1"
"SPU_007723","Sp-Tcfap4L","GO:0000978","transcription factor AP4-like","HER_48656.t1"
"SPU_018126","Sp-Tgif","GO:0000122","TGFB-induced factor homeobox","HER_4286.t1"
"SPU_018861","Sp-Thr_1","GO:0000122","thyroid hormone receptor, Sp-Thrb","HER_21209.t1"
"SPU_018861","Sp-Thr_1","GO:0000122","thyroid hormone receptor, Sp-Thrb","HER_21209.t1.1.5f2c6c1b"
"SPU_018861","Sp-Thr_1","GO:0000122","thyroid hormone receptor, Sp-Thrb","HER_21220.t1"
"SPU_004677","Sp-Thred","GO:0003941","threonine dehydratase (bacterial)","HER_12887.t1"
"SPU_004677","Sp-Thred","GO:0003941","threonine dehydratase (bacterial)","HER_12966.t1"
"SPU_004677","Sp-Thred","GO:0003700","threonine dehydratase (bacterial)","HER_13395.t1"
"SPU_004677","Sp-Thred","GO:0003700","threonine dehydratase (bacterial)","HER_13395.t1.1.5f2c6951"
"SPU_008936","Sp-Tll","GO:0000122","tailless homolog, Nr2e1-like","HER_35851.t1"
"SPU_023893","Sp-Tlx","GO:0000978","T-cell leukemia homeobox-like, Sp-Tlx3","HER_8568.t1"
"SPU_019664","Sp-Tsr1_1","GO:0000978","TSR1, 20S rRNA accumulation - part I","HER_40132.t1"
"SPU_019664","Sp-Tsr1_1","GO:0000978","TSR1, 20S rRNA accumulation - part I","HER_40132.t1.1.5f2c687b"
"SPU_019664","Sp-Tsr1_1","GO:0000978","TSR1, 20S rRNA accumulation - part I","HER_40652.t1"
"SPU_030059","Sp-Twist","GO:0000977","twist basic helix-loop-helix transcription factor, Sp-Twi","HER_29737.t1"
"SPU_030059","Sp-Twist","GO:0000977","twist basic helix-loop-helix transcription factor, Sp-Twi","HER_29749.t1"
"SPU_023861","Sp-Wdr77","GO:0003700","WD repeat domain 77","HER_27270.t1"
"SPU_023861","Sp-Wdr77","GO:0007309","WD repeat domain 77","HER_27271.t1"
"SPU_023861","Sp-Wdr77","GO:0006508","WD repeat domain 77","HER_3359.t1"
"SPU_010295","Sp-Yy1","GO:0000978","YY1 transcription factor-like, Sp-Yyi, z212","HER_17307.t1"
"SPU_019407","Sp-Z101","GO:0000977","zinc finger protein 101","HER_44527.t1"
"SPU_019407","Sp-Z101","GO:0000977","zinc finger protein 101","HER_44527.t1.1.5f2c697e"
"SPU_018619","Sp-Z102","GO:0000978","zinc finger protein 102","HER_42667.t1"
"SPU_012050","Sp-Z11","GO:0000977","zinc finger protein 11","HER_36139.t1"
"SPU_012050","Sp-Z11","GO:0000977","zinc finger protein 11","HER_36141.t1"
"SPU_019435","Sp-Z114","GO:0000978","zinc finger protein 114","HER_21363.t1"
"SPU_000440","Sp-Z115","GO:0000981","zinc finger 115","HER_21269.t1"
"SPU_017947","Sp-Z116","GO:0000978","zinc finger protein 116","HER_45819.t1"
"SPU_012949","Sp-Z122","GO:0000978","zinc finger protein 122","HER_41959.t1"
"SPU_012198","Sp-Z124","GO:0000978","zinc finger protein 124","HER_41613.t1"
"SPU_013307","Sp-Z124_1","GO:0000978","zinc finger protein 124","HER_31674.t1"
"SPU_006427","Sp-Z126","GO:0000978","zinc finger protein 126","HER_1182.t1"
"SPU_010426","Sp-Z128","GO:0000978","zinc finger protein 128","HER_18065.t1"
"SPU_025346","Sp-Z12_1","GO:0000978","DNA-binding protein with twelve Zn fingers (partial), SpZ12-1, Sp-Z12/z151, z151, Sp-Spz12_1","HER_25866.t1"
"SPU_027491","Sp-Z133_1","GO:0000978","zinc finger protein 133, Fezf, FEZ family zinc finger","HER_37930.t1"
"SPU_006497","Sp-Z136",NA,"zinc finger protein 136","HER_33114.t1"
"SPU_006497","Sp-Z136","GO:0000978","zinc finger protein 136","HER_33115.t1"
"SPU_006497","Sp-Z136","GO:0000977","zinc finger protein 136","HER_33122.t1"
"SPU_010383","Sp-Z137","GO:0000978","zinc finger protein 135","HER_19498.t1"
"SPU_010383","Sp-Z137","GO:0000978","zinc finger protein 135","HER_19498.t1.1.5f2c6ac1"
"SPU_010383","Sp-Z137","GO:0000978","zinc finger protein 135","HER_19498.t1.2.5f2c6ac1"
"SPU_019959","Sp-Z14","GO:0000978","zinc finger protein 14","HER_41896.t1"
"SPU_011189","Sp-Z141","GO:0000977","zinc finger protein 141","HER_22594.t1"
"SPU_011189","Sp-Z141","GO:0000977","zinc finger protein 141","HER_22594.t1.1.5f2c6c06"
"SPU_022841","Sp-Z142","GO:0000977","zinc finger protein 142","HER_20916.t1"
"SPU_007361","Sp-Z144","GO:0005694","zinc finger protein 144","HER_41452.t1"
"SPU_007361","Sp-Z144","GO:0000978","zinc finger protein 144","HER_41452.t2"
"SPU_025125","Sp-Z147","GO:0000978","zinc finger protein 147","HER_13094.t1"
"SPU_012912","Sp-Z150","GO:0000977","zinc finger protein 150","HER_45790.t1"
"SPU_015688","Sp-Z154","GO:0000978","zinc finger protein 154","HER_44997.t1"
"SPU_017427","Sp-Z155","GO:0000978","zinc finger protein 155","HER_29141.t1"
"SPU_017427","Sp-Z155","GO:0000978","zinc finger protein 155","HER_29141.t1.1.5f2c696e"
"SPU_009847","Sp-Z156","GO:0000978","zinc finger protein 156","HER_39385.t1"
"SPU_007046","Sp-Z162","GO:0000978","zinc finger protein 162","HER_15750.t1"
"SPU_012645","Sp-Z166","GO:0000977","zinc finger protein 166, growth factor independent 1 transcription repressor (Gfi1)-like","HER_47482.t1"
"SPU_015362","Sp-Z167","GO:0000978","zinc finger protein 167","HER_8438.t1"
"SPU_013407","Sp-Z175","GO:0000978","zinc finger protein 175","HER_22409.t1"
"SPU_013407","Sp-Z175",NA,"zinc finger protein 175","HER_26967.t1"
"SPU_011260","Sp-Z181","GO:0000978","zinc finger protein 181, IKAROS-like, Ikzf-like","HER_17750.t1"
"SPU_011260","Sp-Z181","GO:0000978","zinc finger protein 181, IKAROS-like, Ikzf-like","HER_17750.t1.1.5f2c6be4"
"SPU_007190","Sp-Z185","GO:0000978","zinc finger protein 185","HER_29080.t1"
"SPU_001937","Sp-Z19",NA,"zinc finger protein 19","HER_41454.t1"
"SPU_001937","Sp-Z19","GO:0000977","zinc finger protein 19","HER_41459.t1"
"SPU_001937","Sp-Z19",NA,"zinc finger protein 19","HER_41461.t1"
"SPU_001937","Sp-Z19",NA,"zinc finger protein 19","HER_41465.t1"
"SPU_013861","Sp-Z190","GO:0000977","zinc finger protein 190","HER_10304.t1"
"SPU_013611","Sp-Z192","GO:0000978","zinc finger protein 192","HER_32994.t1"
"SPU_006637","Sp-Z193","GO:0000977","zinc finger protein 193","HER_22184.t1"
"SPU_006484","Sp-Z204",NA,"zinc finger protein 204","HER_2312.t1"
"SPU_006484","Sp-Z204","GO:0000978","zinc finger protein 204","HER_2313.t1"
"SPU_006484","Sp-Z204","GO:0000978","zinc finger protein 204","HER_2313.t2"
"SPU_012315","Sp-Z215","GO:0000981","zinc finger protein 215","HER_35898.t1"
"SPU_012315","Sp-Z215",NA,"zinc finger protein 215","HER_35910.t1"
"SPU_012724","Sp-Z218",NA,"zinc finger protein 218","HER_33112.t1"
"SPU_012724","Sp-Z218","GO:0000978","zinc finger protein 218","HER_33113.t1"
"SPU_012724","Sp-Z218","GO:0000978","zinc finger protein 218","HER_33121.t1"
"SPU_015751","Sp-Z220","GO:0000978","zinc finger protein 220","HER_10909.t1"
"SPU_015751","Sp-Z220","GO:0000978","zinc finger protein 220","HER_10909.t1.1.5f2d75c7"
"SPU_009646","Sp-Z223","GO:0000978","zinc finger protein 223, ZNF341-like, Zfp341-like","HER_46146.t1"
"SPU_009685","Sp-Z227","GO:0000978","zinc finger protein 227","HER_42668.t1"
"SPU_004802","Sp-Z232","GO:0000981","zinc finger protein 232","HER_362.t1"
"SPU_016149","Sp-Z265","GO:0000978","zinc finger protein 265","HER_44245.t1"
"SPU_011761","Sp-Z295","GO:0000978","zinc finger protein 295, Sp-Z295_1, Sp-Z327","HER_30510.t1"
"SPU_011761","Sp-Z295","GO:0000978","zinc finger protein 295, Sp-Z295_1, Sp-Z327","HER_30512.t1"
"SPU_011761","Sp-Z295","GO:0000978","zinc finger protein 295, Sp-Z295_1, Sp-Z327","HER_30513.t1"
"SPU_011761","Sp-Z295","GO:0000978","zinc finger protein 295, Sp-Z295_1, Sp-Z327","HER_30514.t1"
"SPU_024902","Sp-Z312","GO:0005694","zinc finger protein 312","HER_13308.t1"
"SPU_024902","Sp-Z312","GO:0000978","zinc finger protein 312","HER_13312.t1"
"SPU_025959","Sp-Z314","GO:0000978","zinc finger protein 314","HER_35161.t1"
"SPU_018960","Sp-Z317","GO:0000978","zinc finger protein 317","HER_36539.t1"
"SPU_004807","Sp-Z32","GO:0000978","zinc finger protein 32","HER_32736.t1"
"SPU_004807","Sp-Z32","GO:0000978","zinc finger protein 32","HER_32736.t1.1.5f2c68f3"
"SPU_004807","Sp-Z32",NA,"zinc finger protein 32","HER_32736.t1.2.5f2c68f3"
"SPU_015683","Sp-Z326","GO:0000981","zinc finger protein 326","HER_8210.t1"
"SPU_015683","Sp-Z326","GO:0000981","zinc finger protein 326","HER_8250.t1"
"SPU_012911","Sp-Z33","GO:0000978","zinc finger protein 33","HER_45792.t1"
"SPU_011760","Sp-Z330","GO:0000978","zinc finger protein 330","HER_30511.t1"
"SPU_024953","Sp-Z34","GO:0000978","zinc finger protein 34","HER_41758.t1"
"SPU_024953","Sp-Z34",NA,"zinc finger protein 34","HER_41773.t1"
"SPU_021757","Sp-Z347","GO:0000978","zinc finger protein 347, Zfp236/Znf236-like, Sp-Z347_1, Sp-Z347_2","HER_46310.t1"
"SPU_021757","Sp-Z347","GO:0000978","zinc finger protein 347, Zfp236/Znf236-like, Sp-Z347_1, Sp-Z347_2","HER_46333.t1"
"SPU_014045","Sp-Z35","GO:0000977","zinc finger protein 35","HER_13761.t1"
"SPU_019825","Sp-Z352",NA,"zinc finger protein 352","HER_32557.t1"
"SPU_019825","Sp-Z352","GO:0000977","zinc finger protein 352","HER_32738.t1"
"SPU_002309","Sp-Z36","GO:0000978","zinc finger protein 36","HER_10394.t1"
"SPU_009474","Sp-Z364","GO:0000977","zinc finger protein 364","HER_47869.t1"
"SPU_002586","Sp-Z366","GO:0000978","zinc finger protein 366","HER_13309.t1"
"SPU_011380","Sp-Z368","GO:0000978","zinc finger protein 368, Sp-Z276-like","HER_26869.t1"
"SPU_011380","Sp-Z368","GO:0005634","zinc finger protein 368, Sp-Z276-like","HER_26869.t1.1.5f2c6ba6"
"SPU_002707","Sp-Z388","GO:0000978","zinc finger protein 388","HER_13305.t1"
"SPU_020563","Sp-Z395","GO:0000978","zinc finger protein 395","HER_42329.t1"
"SPU_015071","Sp-Z398","GO:0005509","zinc finger protein 398","HER_26923.t1"
"SPU_015071","Sp-Z398","GO:0005509","zinc finger protein 398","HER_26923.t1.1.5f2c6b76"
"SPU_015071","Sp-Z398","GO:0005509","zinc finger protein 398","HER_26923.t1.2.5f2c6b77"
"SPU_015071","Sp-Z398","GO:0005509","zinc finger protein 398","HER_26923.t1.3.5f2c6b77"
"SPU_015071","Sp-Z398","GO:0005509","zinc finger protein 398","HER_26923.t1.4.5f2c6b77"
"SPU_015071","Sp-Z398","GO:0005509","zinc finger protein 398","HER_26923.t1.5.5f2c6b77"
"SPU_015071","Sp-Z398","GO:0005509","zinc finger protein 398","HER_26923.t1.6.5f2c6b77"
"SPU_015071","Sp-Z398",NA,"zinc finger protein 398","HER_26923.t1.6.5f2c6b77.1.5f2d748a"
"SPU_015071","Sp-Z398",NA,"zinc finger protein 398","HER_26923.t1.6.5f2c6b77.2.5f2d748a"
"SPU_015071","Sp-Z398","GO:0005509","zinc finger protein 398","HER_26923.t1.7.5f2c6b78"
"SPU_015071","Sp-Z398",NA,"zinc finger protein 398","HER_26925.t1"
"SPU_015071","Sp-Z398","GO:0000978","zinc finger protein 398","HER_42663.t1"
"SPU_017811","Sp-Z401","GO:0005694","zinc finger protein 401","HER_32317.t1"
"SPU_017811","Sp-Z401","GO:0005694","zinc finger protein 401","HER_32317.t1.1.5f2c6892"
"SPU_017811","Sp-Z401","GO:0005694","zinc finger protein 401","HER_32319.t1"
"SPU_017811","Sp-Z401","GO:0000978","zinc finger protein 401","HER_32321.t1"
"SPU_017811","Sp-Z401","GO:0005694","zinc finger protein 401","HER_32330.t1"
"SPU_011879","Sp-Z412","GO:0000977","zinc finger protein 412","HER_14755.t1"
"SPU_012632","Sp-Z417_2","GO:0000978","zinc finger protein 417 (partial duplicate)","HER_31676.t1"
"SPU_012632","Sp-Z417_2",NA,"zinc finger protein 417 (partial duplicate)","HER_42921.t1"
"SPU_012632","Sp-Z417_2",NA,"zinc finger protein 417 (partial duplicate)","HER_42921.t1.1.5f2c6b43"
"SPU_012632","Sp-Z417_2",NA,"zinc finger protein 417 (partial duplicate)","HER_42933.t1"
"SPU_008563","Sp-Z42",NA,"zinc finger protein 42","HER_22296.t1"
"SPU_008563","Sp-Z42",NA,"zinc finger protein 42","HER_22296.t1.1.5f2c6c30"
"SPU_008563","Sp-Z42","GO:0000978","zinc finger protein 42","HER_41363.t1"
"SPU_011583","Sp-Z421","GO:0000978","zinc finger protein 421, ovo-like","HER_41605.t1"
"SPU_026390","Sp-Z426","GO:0000978","zinc finger protein 426","HER_25035.t1"
"SPU_021851","Sp-Z434","GO:0000978","zinc finger protein 434","HER_26924.t1"
"SPU_010634","Sp-Z447","GO:0000978","zinc finger protein 447, Znf704/Zfp704-like, Znf395/Zfp395-like","HER_23468.t1"
"SPU_015137","Sp-Z457","GO:0000978","zinc finger protein 457","HER_43747.t1"
"SPU_010922","Sp-Z458","GO:0000981","zinc finger protein 458","HER_42935.t1"
"SPU_000578","Sp-Z460","GO:0000978","zinc finger protein 460","HER_32558.t1"
"SPU_006058","Sp-Z464","GO:0000978","zinc finger protein 464","HER_14754.t1"
"SPU_020726","Sp-Z472","GO:0000978","zinc finger protein 472","HER_20166.t1"
"SPU_020726","Sp-Z472","GO:0000978","zinc finger protein 472","HER_3362.t1"
"SPU_020726","Sp-Z472","GO:0000978","zinc finger protein 472","HER_3375.t1"
"SPU_020726","Sp-Z472","GO:0000978","zinc finger protein 472","HER_3375.t1.1.5f2c6827"
"SPU_020726","Sp-Z472",NA,"zinc finger protein 472","HER_3418.t1"
"SPU_020726","Sp-Z472","GO:0000978","zinc finger protein 472","HER_3427.t1"
"SPU_020726","Sp-Z472","GO:0000978","zinc finger protein 472","HER_42665.t1"
"SPU_020726","Sp-Z472",NA,"zinc finger protein 472","HER_43918.t1"
"SPU_002009","Sp-Z480_1","GO:0000981","zinc finger protein 480","HER_33784.t1"
"SPU_013904","Sp-Z484","GO:0000978","zinc finger protein 484","HER_26788.t1"
"SPU_002988","Sp-Z49","GO:0000978","zinc finger protein 49","HER_32299.t1"
"SPU_025848","Sp-Z490","GO:0000978","zinc finger protein 490","HER_6028.t1_HER_6024.t1"
"SPU_025849","Sp-Z497","GO:0000977","zinc finger protein 497, Sp-Z408_1","HER_6023.t1"
"SPU_025849","Sp-Z497","GO:0000977","zinc finger protein 497, Sp-Z408_1","HER_6023.t2"
"SPU_001416","Sp-Z499","GO:0000978","zinc finger protein 499, Sp-Z200_1","HER_30515.t1"
"SPU_012948","Sp-Z50","GO:0000978","zinc finger protein 50","HER_41960.t1"
"SPU_012111","Sp-Z53","GO:0000978","zinc finger protein 53","HER_21317.t1"
"SPU_014197","Sp-Z55","GO:0000978","zinc finger protein 55","HER_8370.t1"
"SPU_014197","Sp-Z55","GO:0000978","zinc finger protein 55","HER_8370.t1.1.5f2c6a64"
"SPU_015767","Sp-Z57","GO:0000978","zinc finger protein 57","HER_41895.t1"
"SPU_015767","Sp-Z57","GO:0000978","zinc finger protein 57","HER_41895.t1.1.5f2c6b08"
"SPU_015767","Sp-Z57","GO:0000978","zinc finger protein 57","HER_41895.t1.2.5f2c6b08"
"SPU_022892","Sp-Z61","GO:0000981","zinc finger protein 61","HER_39063.t1"
"SPU_021843","Sp-Z64","GO:0000978","zinc finger protein 64, human immunodeficiency virus type I enhancer binding protein (Hivep)-like, Schnurri (shn) homolog ","HER_21915.t1"
"SPU_021843","Sp-Z64","GO:0000978","zinc finger protein 64, human immunodeficiency virus type I enhancer binding protein (Hivep)-like, Schnurri (shn) homolog ","HER_21915.t1.1.5f2c6c2c"
"SPU_021843","Sp-Z64","GO:0004672","zinc finger protein 64, human immunodeficiency virus type I enhancer binding protein (Hivep)-like, Schnurri (shn) homolog ","HER_21919.t1"
"SPU_017441","Sp-Z65","GO:0000977","zinc finger protein 65","HER_44660.t1"
"SPU_007108","Sp-Z67","GO:0000978","zinc finger protein 67","HER_7857.t1"
"SPU_006063","Sp-Z69","GO:0005694","zinc finger protein 69","HER_42304.t1"
"SPU_006063","Sp-Z69","GO:0000977","zinc finger protein 69","HER_42327.t1"
"SPU_016250","Sp-Z70","GO:0000978","zinc finger protein 70","HER_41612.t1"
"SPU_026510","Sp-Z74","GO:0000978","zinc finger protein 74","HER_41967.t1"
"SPU_022955","Sp-Z76","GO:0000978","zinc finger protein 76","HER_32362.t1"
"SPU_022955","Sp-Z76",NA,"zinc finger protein 76","HER_32384.t1"
"SPU_022955","Sp-Z76","GO:0000981","zinc finger protein 76","HER_32385.t1"
"SPU_006064","Sp-Z79","GO:0000978","zinc finger protein 79","HER_42328.t1"
"SPU_005071","Sp-Z87",NA,"zinc finger protein 87","HER_40700.t1"
"SPU_005071","Sp-Z87",NA,"zinc finger protein 87","HER_41579.t1"
"SPU_005071","Sp-Z87","GO:0000978","zinc finger protein 87","HER_6547.t1"
"SPU_014696","Sp-Z90_1","GO:0000981","zinc finger protein 90","HER_21344.t1"
"SPU_000540","Sp-Z98","GO:0000978","zinc finger 98, Pogz-like","HER_37758.t1"
"SPU_000540","Sp-Z98","GO:0000978","zinc finger 98, Pogz-like","HER_37758.t1.1.5f2c6891"
"SPU_000480","Sp-Zfp509L","GO:0000978","zinc finger protein 509-like, Zbtb49-like","HER_599.t1"
"SPU_000480","Sp-Zfp509L","GO:0000978","zinc finger protein 509-like, Zbtb49-like","HER_599.t1.1.5f2c6d15"
"SPU_014360","Sp-Zgpat","GO:0046872","zinc finger, CCCH-type with G patch domain","HER_48193.t1"
"SPU_014360","Sp-Zgpat","GO:0000122","zinc finger, CCCH-type with G patch domain","HER_48194.t1"
"SPU_014360","Sp-Zgpat","GO:0000122","zinc finger, CCCH-type with G patch domain","HER_48210.t1"
"SPU_030070","Sp-Zic_1","GO:0000978","zinc finger protein of the cerebellum family member, odd paired (opa) homolog, z244, Sp-Zic2","HER_19703.t1"
"SPU_008668","none","GO:0003677","none","HER_12286.t1"
"SPU_000135","Sp-Zf(mynd)_13L",NA,"zinc finger (MYND)-13 like","HER_20778.t1"
"SPU_000135","Sp-Zf(mynd)_13L",NA,"zinc finger (MYND)-13 like","HER_20778.t1.1.5f2c6af9"
"SPU_000437","Sp-Lrp2L2","GO:0005509","low density lipoprotein receptor-related protein 2-like, Sp-Z211","HER_21266.t1"
"SPU_000437","Sp-Lrp2L2",NA,"low density lipoprotein receptor-related protein 2-like, Sp-Z211","HER_21270.t1"
"SPU_000437","Sp-Lrp2L2",NA,"low density lipoprotein receptor-related protein 2-like, Sp-Z211","HER_21270.t1.1.5f2c6c1e"
"SPU_000603","Sp-Z135","GO:0008270","zinc finger protein 135","HER_16095.t1"
"SPU_000603","Sp-Z135","GO:0005694","zinc finger protein 135","HER_16101.t1"
"SPU_001078","Sp-Znf830L","GO:0003676","zinc finger protein 830-like; coiled-coil domain containing 16","HER_37594.t1"
"SPU_001483","Sp-Z59","GO:0005694","zinc finger protein 59","HER_37566.t1"
"SPU_002090","Sp-Z342","GO:0005694","zinc finger protein 342","HER_41727.t1"
"SPU_002163","Sp-Znfx1L2","GO:0004386","zinc finger, NFX1-type containing 1-like; Sp-Znfx1_2","HER_9188.t1_HER_9189.t1"
"SPU_002173","Sp-Znfx1L3","GO:0004386","zinc finger, NFX1-type containing 1-like; Sp-Znfx1_3","HER_35150.t1"
"SPU_002554","Sp-Phf20L","GO:0005634","PHD finger protein 20-like, Sp-Z75","HER_21807.t1"
"SPU_002674","Sp-TfIIIa","GO:0005634","general transcription factor III A, Sp-Gtf3a, z397","HER_48469.t1"
"SPU_002706","Sp-Znfx1_5","GO:0004386","zinc finger, NFX1-type containing 1-5","HER_44452.t1"
"SPU_003239","Sp-Jazf1","GO:0005634","JAZF zinc finger 1, Sp-Z373, zinc finger protein 373","HER_38655.t1"
"SPU_003378","Sp-Plag1L","GO:0005694","pleiomorphic adenoma gene 1-like, zinc finger protein 108, Sp-Z108","HER_4294.t1"
"SPU_003490","Sp-Z131","GO:0003677","zinc finger protein 131","HER_45507.t1"
"SPU_003490","Sp-Z131","GO:0003677","zinc finger protein 131","HER_45507.t1.1.5f2c69a4"
"SPU_003518","Sp-Znhit1","GO:0000812","zinc finger, HIT domain containing 1 ","HER_20922.t1"
"SPU_003685","Sp-Z450","GO:0005634","zinc finger protein 450","HER_33508.t1"
"SPU_003690","Sp-Zfp106L","GO:0003723","zinc finger protein 106-like, Znf106-like, Sh3bp3-like, Sp-Zfp106L_2","HER_18929.t1"
"SPU_003690","Sp-Zfp106L","GO:0003723","zinc finger protein 106-like, Znf106-like, Sh3bp3-like, Sp-Zfp106L_2","HER_18937.t1"
